Company Brand,HeadQuarter,Sector,What it does,Amount($),Stage,Year Funded,Sector_New
Flock,India,apps,Flock is a real-time messaging and collaboration app for teams that speeds up and simplifies communication and boosts productivity.,1512135.0,Seed,2018,Technology
Freshboxx,Hubli,food delivery,"Freshboxx is incubated at Sandbox Startups, a unit of the Deshpande Foundation.",1512135.0,Seed,2018,Food & Beverages
Wide Mobility Mechatronics,Bangalore,industrial automation,Wide Mobility Mechatronics is a Private Company limited by Shares,1512135.0,Seed,2018,Manufacturing
Pitstop,Bengaluru,automotive,Pitstop offers general repair and maintenance services for cars through its doorstep service vehicles.,1461000.0,Seed,2018,Automobile
Mihuru,Mumbai,finance,Mihuru is an online platform which gives micro loans for air travel .,2191.5,Seed,2018,Finance
Fyle,Bengaluru,accounting,Fyle is an intelligent expense management platform for enterprises.,16071.0,Seed,2018,Finance
AppWharf,New Delhi,artificial intelligence,Appwharf is an intelligent assistant that helps find you the best-fit SaaS for your business.,1512135.0,Seed,2018,Technology
Antariksh Waste Ventures Pvt ltd,Chennai,internet of things,Waste Management for Smart Cities,7305.0,Seed,2018,Technology
Cogoport,Mumbai,air transportation,Cogoport is a platform that provides freight buying industry with spot rates and bidding process for freight buyers.,87660.0,Series A,2018,Transport
PaisaDukan,Mumbai,financial services,A P2P lending marketplace platform,9496.5,Seed,2018,Finance
Sleepy Owl Coffee,New Delhi,food and beverage,"Makers of a signature coffee that's exceptional in taste. It's super easy to brew, requires no equipment & ships to your door.",511350.0,Seed,2018,Food & Beverages
BlueJack,Delhi,autonomous vehicles,Delhi-based online used vehicles marketplace.,935040.0,Seed,2018,Transport
PregBuddy,Bengaluru,enterprise software,PregBuddy is a smart connected care platform for expecting mothers.,1512135.0,Seed,2018,Technology
AgNext Technologies,Mohali,agriculture,AgNext is an agricultural sensing and solutions company focused on building data-driven solutions for agricultural stakeholders,1512135.0,Series A,2018,Agriculture
Pando,Chennai,logistics,A startup which digitizes logistics operations for Fortune 500 companies.,29220.0,Seed,2018,Automobile
Mintifi,Mumbai,financial services,Online lending startup based in Mumbai.,29220.0,Seed,2018,Finance
Carcrew,Mumbai,automotive,India's Online Auto Repair Marketplace,29220.0,Seed,2018,Automobile
NicheAI,Hyderabad,artificial intelligence,Early stage Artificial Intelligence (AI) start up.,1512135.0,Seed,2018,Technology
Chariot Tech,New Delhi,internet of things,Chariot Tech is an Internet of Things (IoT) startup based in New Delhi.,292200.0,Seed,2018,Technology
Ideal Insurance Brokers/ 121Policy.com,Kolkata,insurance,Ideal Insurance Broking is one of the leaders in insurance broking domain.,14610.0,Seed,2018,Finance
Loanzen,Bangalore,financial services,Loanzen helps small businesses get unsecured working capital loans against their their pending invoices.,1512135.0,Seed,2018,Finance
Mojro Technologies,Bengaluru,information technology,Mojro envisions to be the world's largest technology-enabled logistics platform.,9496.5,Seed,2018,Technology
Elemential,Mumbai,blockchain,"Blockchain Development Platform To Design, Run & Scale Blockchain Networks.",14610.0,Seed,2018,Education
Loadshare,Bengaluru,industrial automation,LoadShare is India’s fastest growing logistics company,73050.0,Series A,2018,Manufacturing
Yumlane,Mumbai,food and beverage,Food startup Yumlane operated by QwikPik Technology,58440.0,Series A,2018,Food & Beverages
Kriger Campus,New Delhi,education,A Education Start Up.,438300.0,Seed,2018,Education
Pipa+Bella,Mumbai,e-commerce,Pipa+Bella is an online store aimed at selling fashionable and affordable costume jewelry at par with international standards and trends,14610.0,Series A,2018,Commerce
Kaleidofin,Chennai,financial services,A fintech platform.,40908.0,Seed,2018,Finance
Chakr Innovation,New Delhi,renewable energy,Chakr has developed the world’s first retro-fit emission control device for diesel generators.,1512135.0,Seed,2018,Energy
IndigoLearn,Hyderabad,e-learning,India's the premier education destination catering to the needs of aspiring students of the CA community.,2191.5,Seed,2018,Education
UClean,India,clean energy,UClean is a tech enabled laundry service provider.,584400.0,Seed,2018,Energy
Coutloot,Mumbai,e-commerce,The Fashion Re-commerce platform.,14610.0,Seed,2018,Commerce
Letstrack,New Delhi,apps,"Letstrack GPS tracking devices to track your kids, bike, car and other vehicles. GPS trackers for Vehicle Tracking System in India.",24837.0,Seed,2018,Technology
Pooltoo,New Delhi,transportation,Pooltoo offers a premium ride sharing platform.,1512135.0,Seed,2018,Automobile
Finzy,Bangalore,financial services,finzy is the premier peer to peer lending solution in India.,18993.0,Seed,2018,Finance
Fitternity,Mumbai,fitness,India's largest online fitness platform that provides an integrated eco-system to help users start & sustain their fitness journey,29220.0,Seed,2018,Lifestyle
Keito,Pune,artificial intelligence,Building an Intelligent Digital Assistant.,1512135.0,Seed,2018,Technology
Tolet for Students,Jodhpur,hospitality,"Reserve your Room, Hostel or Paying Guest, while relocating for higher education.",73050.0,Seed,2018,Lifestyle
Chai Kings,Chennai,food and beverage,Chai Kings is a tea retail chain,292200.0,Seed,2018,Food & Beverages
Dainik Jagran,Kanpur,media and entertainment,Dainik Jagran is a media and communications group.,584400.0,Seed,2018,Media and Entertainment
Playtoome,Bengaluru,broadcasting,Playtoome is a live entertainment destination,292200.0,Seed,2018,Media and Entertainment
ONGO Framework,Hyderabad,b2b,ONGO Framework is a B2B IT and digital solution provider.,14610.0,Seed,2018,Commerce
Notesgen,New Delhi,edtech,A Global Peer-to-Peer and Peer-to-Group Learning Platform that helps students supplement their academic & competitive exam prep.,182625.0,Seed,2018,Education
Arogya MedTech,Kolkata,health care,Arogya MedTech is a Research & Development organization in Bio-Medical industry.,219150.0,Seed,2018,Health
Propshop24,Mumbai,e-commerce,"Propshop24, a one-stop shop for a handpicked selection of 'fun'tastic products from around the world.",7305.0,Seed,2018,Commerce
myUpchar,New Delhi,health care,To bring health issues to people in their language.,73050.0,Series A,2018,Health
MissMalini Entertainment,Mumbai,fintech,"MissMalini Entertainment is a multi-platform new media network dedicated to Entertaining, Connecting & Empowering young Indians.",1519440.0,Seed,2018,Finance
Rooter,India,sports,Rooter is a mobile-based platform,657450.0,Seed,2018,Sports
ZestMoney,Bangalore,big data,Zest is India's first completely automated consumer digital lending platform.,195774.0,Series A,2018,Business Intelligence
alphaics Corporation,Bengaluru,cloud computing,Advancing AI compute,1512135.0,Seed,2018,Technology
MyDentistChoice,Hyderabad,health care,MyDentistChoice is a direct sales and distribution of dental equipment and accessories from top name manufacturers,7305.0,Seed,2018,Health
Sattviko,New Delhi,food processing,Sattviko fosters wellness and shares Indianness through the Sattvik way of cooking that is wholesome and tasty!,1512135.0,Seed,2018,Food & Beverages
Sensibull,Bangalore,trading platform,Investment Management Platform,365250.0,Seed,2018,Commerce
Bombay Shaving Company,New Delhi,consumer goods,Bombay Shaving Company is a Men's grooming startup,1512135.0,Series A,2018,Commerce
MedCords,Pune,wellness,Medcords is India’s first holistic healthcare ecosystem on a cloud platform that makes health management easier,385704.0,Seed,2018,Lifestyle
University Living,New Delhi,education,University Living is an online global student housing marketplace.,1512135.0,Seed,2018,Education
&ME,Bangalore,food and beverage,Food and Beverage startup focussing on developing products using ayurveda with modern science for women empowerment and fitness.,1512135.0,Seed,2018,Food & Beverages
Enakshi,Ahmedabad,fashion,Enakshi is an online apparel brand for women.,116880.0,Seed,2018,Beauty & Fashion
Ultraviolette Automotive,Bangalore,automotive,Ultraviolette is a startup working on electric two-wheelers and energy infrastructure.,876.6,Series A,2018,Automobile
Inthree Access,Chennai,consulting,Inthree Access is an impact venture that connects the most inaccessible rural markets with products that can transform lives in Rural India.,58440.0,Series A,2018,Business Intelligence
BUGWORKS Research India,Bangalore,biotechnology,BUGWORKS is a drug discovery company.,131490.0,Series A,2018,Technology
Guardian.in,Mumbai,health care,GNC is a leading global specialty retailer of health and wellness products that takes pride to be the world's largest company,1512135.0,Seed,2018,Health
PrestLoans,New Delhi,credit,"PrestLoans New age tech driven RBI regd NBFC helping businesses by providing easy, quick n hassle free loans.",1461.0,Seed,2018,Finance
Wimoxez,Hyderabad,internet,"Data Intelligence Publishing Platform, We bring the best resources to learn valuable technologies which will shape tomorrow.",292.2,Seed,2018,Technology
India Accelerator,Gurgaon,communities,India Accelerator runs mentorship-driven incubation and acceleration programs for start ups.,1512135.0,Seed,2018,Technology
HappyEMI,Bangalore,business consumer,HappyEMI is a point of sale digital lending platform that helps consumers finance their purchases in-store and online,14610.0,Seed,2018,Commerce
Wishup,Azadpur,consumer applications,Premium Personal Assistance service,1512135.0,Seed,2018,Technology
Hansel.io,Bangalore,mobile,"Hansel, a mobile app management platform, provides the infrastructure that companies need, in order to personalize product experiences.",58440.0,Series A,2018,Technology
Propelld,Bengaluru,education,Propelld is a student education financing platform.,3652.5,Seed,2018,Education
PivotRoots,Mumbai,advertising,Digital Marketing powered by Data & Technology; fueled by Design thinking,1512135.0,Series A,2018,Business Intelligence
ZiffyHomes,New Delhi,marketplace,ZiffyHomes is a technology driven marketplace to find out home on rent.,1753.2,Seed,2018,Commerce
Carmesi,Gurgaon,health care,Carmesi is a brand of high-end menstrual-hygiene products in India.,496740.0,Seed,2018,Health
OckyPocky,Haryana,e-learning,OckyPocky is a interactive and personalised language learning app for preschool kids.,1512135.0,Seed,2018,Education
Racetrack,Bangalore,artificial intelligence,"Racetrack is a sales and support-focused AI-driven platform designed for education, real estate, and e-commerce sectors.",4996620.0,Seed,2018,Technology
WHR,Pune,health care,"WHR is to make affordable healthcare a reality for all. Our vision is to make healthcare services easier, better and more accessible.",2091.34845,Seed,2018,Health
Asteria Aerospace,Bangalore,aerospace,Asteria Aerospace is a robotics and artificial intelligence company.,1512135.0,Seed,2018,Automobile
FabAlley,Noida,e-commerce,"FabAlley is the ultimate Indian fashion destination for fashion-forward, indie-chic girls. Founded in 2012, Tanvi Malik and Shivani Poddar",8766000.0,Series B,2018,Commerce
Tranzmeo,Cochin,artificial intelligence,Tranzmeo Connect : is A Complete Comprehensive Anomaly forensic Solution with Actionable Insights.,1512135.0,Seed,2018,Technology
SBI Life,Mumbai,insurance,SBI Life is one of the life insurance company that offers a range of life insurance plans and policies to protect you and your family.,10840620.0,Private Equity,2018,Finance
Studds Accessories,Faridabad,e-commerce,Studds Accessories is a scooter accessories service provider in India,14610000.0,Private Equity,2018,Commerce
Design Cafe,Bengaluru,home decor,"Design + Execution Organization that delivers beautiful & innovative designs for Home Interiors, in any budget.",29220000.0,Series B,2018,Lifestyle
NoPaperForms Solutions Pvt. Ltd.,New Delhi,edtech,"NoPaperForms is a marketing automation, lead nurture and enrolment management platform for educational institutions",58147.799999999996,Series B,2018,Education
Rays Power Infra,Jaipur,energy,Rays Power Infra is a leading integrated Solar Power Company.,29220000.0,Unknown,2018,Energy
AuthMetrik,Gurgaon,b2b,"SaaS, B2B, Security, Stop account sharing, Fraud Detection",146.1,Grant,2018,Commerce
Khidki,Bangalore,artificial intelligence,Vernacular Social Network Focused on Town Level Content and Interactions,1512135.0,Seed,2018,Technology
LetsTransport,Bangalore,logistics,Lets transport is a logistics solution provider.,14610000.0,Series B,2018,Automobile
Next Digital Solutions,Kota,digital marketing,Next Digital Solutions is website design & Digital Marketing development company.,1461.0,Seed,2018,Media and Entertainment
Portea Medical,Bangalore,health care,Portea Medical is the largest and fastest growing provider of in-home medical care in India today with a 24-city network.,3652500.0,Debt Financing,2018,Health
Aavas Financiers,Jaipur,finance,"Aavas Financiers is engaged in the business of providing housing loans, primarily in the un-served, unreached and under-served market.",29220000.0,Post-IPO Debt,2018,Finance
Swiggy,Bangalore,food delivery,Swiggy is a food ordering and delivery company that provides food service solutions for restaurants.,14610000.0,Series H,2018,Food & Beverages
Milkbasket,Haryana,e-commerce,"Milkbasket delivers milk, bread, eggs, butter, juices and other daily need items, every morning, right at your doorstep, free of charge.",102270.0,Series A,2018,Commerce
Nutrisattva (Proliva),Anand,fitness,Nutrisattva is a protein innovation compan,1512135.0,Seed,2018,Lifestyle
Toppr,Mumbai,edtech,Toppr.com is an online preparation platform for entrance exams in India.,511350.0,Series C,2018,Education
Jagaran Microfin,Kolkata,fintech,Jagaran Microfin is a Microfinance institution which achieves a healthy amalgamation of social and financial,8035500.0,Debt Financing,2018,Finance
Vivriti Capital,Chennai,financial services,Vivriti Capital is an online platform for institutional debt in India.,416385.0,Unknown,2018,Finance
Be U Salons,New Delhi,apps,Be U is India's first subscription based Salon Chain.,438300.0,Seed,2018,Technology
Impact Guru,Mumbai,creative agency,"We're a Harvard incubated crowdfunding platform for nonprofits, social enterprises, startups and individuals.",29220.0,Series A,2018,Media and Entertainment
